,S1,C1,S2,C2,S3,C3,S4,C4,S5,C5,S6,C6,S7,C7,percentage_of_total_chips_hand,percentage_of_hand_bet_pot,percentage_of_total_chips_in_pot,current_stage,move,result,player_hand_ranking
0,1,10,1,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.0175,0,0,1,3
0,2,6,4,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0175,0,0,1,3
0,1,8,1,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0175,0,0,1,3
0,4,6,1,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0175,0,0,1,3
0,1,13,2,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.095,0.02,0,2,1,3
0,1,8,2,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.02,0,0,1,3
0,4,6,1,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.02,0,0,1,3
0,3,4,1,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.02,0,0,1,3
0,4,1,2,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.02,0,0,1,3
0,4,13,2,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.015,0.02,0,0,1,3
0,1,5,4,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.02,0.0075,0,2,1,3
1,1,5,4,13,2,12,3,6,3,2,0,0,0,0,0.16666666666666666,0.02,0.0075,1,0,1,3
0,3,5,2,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.025,0.0075,0,1,1,3
1,3,5,2,11,2,12,3,6,3,2,0,0,0,0,0.16666666666666666,0.025,0.0075,1,1,1,3
0,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0075,0,0,1,3
0,4,11,1,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0075,0,0,1,7
0,3,7,4,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0075,0,0,1,6
0,4,5,2,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0075,0,0,1,3
0,1,8,4,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.0025,0,0,1,7
0,1,3,4,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.0025,0,,1,3
0,1,7,1,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,6
0,3,8,2,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,7
0,4,3,4,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,3
0,3,4,2,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,3
0,3,12,2,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.059166666666666666,0,0,1,7
0,3,9,4,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.059166666666666666,0,0,1,3
0,1,3,1,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.059166666666666666,0,0,1,3
0,1,1,3,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.15,0.059166666666666666,0,2,1,3
1,1,1,3,13,4,9,2,11,1,9,0,0,0,0,0.16666666666666666,0.15,0.059166666666666666,1,2,1,7
2,1,1,3,13,4,9,2,11,1,9,4,8,0,0,0.16666666666666666,0.15,0.059166666666666666,2,0,1,7
0,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.19,0.059166666666666666,0,1,1,3
1,4,1,3,1,4,9,2,11,1,9,0,0,0,0,0.16666666666666666,0.19,0.059166666666666666,1,1,1,3
2,4,1,3,1,4,9,2,11,1,9,4,8,0,0,0.16666666666666666,0.19,0.059166666666666666,2,1,1,3
0,1,4,3,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.059166666666666666,0,0,1,3
0,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.03,0.01,0,1,1,3
1,1,5,4,1,2,6,1,7,3,2,0,0,0,0,0.16666666666666666,0.03,0.01,1,0,1,3
0,4,12,4,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.03,0.01,0,2,1,7
1,4,12,4,10,2,6,1,7,3,2,0,0,0,0,0.16666666666666666,0.03,0.01,1,2,1,7
0,3,4,3,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.01,0,0,1,7
0,1,3,2,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.01,0,0,1,7
0,4,11,3,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.01,0,0,1,7
0,3,5,2,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.01,0,0,1,7
0,2,8,3,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0658,0.03333333333333333,0,0,1,7
0,4,13,2,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.03333333333333333,0,0,1,7
0,4,10,2,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.03333333333333333,0,0,1,7
0,3,6,4,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.03333333333333333,0,0,1,7
0,2,6,3,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.03333333333333333,0,0,1,7
0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.1242,0.03333333333333333,0,2,1,3
0,2,6,3,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.0025,0,0,1,3
0,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.0025,0,,1,3
0,3,10,1,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,7
0,3,6,1,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,3
0,3,12,4,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,7
0,2,5,1,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,7
0,4,3,4,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.004583333333333333,0,0,1,6
0,3,11,2,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.004583333333333333,0,0,1,7
0,3,13,3,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,7
0,1,13,2,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,7
0,1,11,1,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.004583333333333333,0,2,1,7
0,4,12,1,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,7
0,3,7,2,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.004583333333333333,0,0,1,7
0,3,5,1,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.004583333333333333,0,0,1,7
0,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,3
0,4,7,4,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,7
0,2,11,3,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,7
0,2,8,1,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.004583333333333333,0,2,1,7
0,1,6,1,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.015,0.005833333333333334,0,2,1,7
1,1,6,1,8,3,4,4,8,2,3,0,0,0,0,0.16666666666666666,0.015,0.005833333333333334,1,2,1,7
2,1,6,1,8,3,4,4,8,2,3,4,13,0,0,0.16666666666666666,0.025,0.0075,2,1,1,7
3,1,6,1,8,3,4,4,8,2,3,4,13,4,1,0.16666666666666666,0.025,0.0075,3,1,1,7
0,2,13,3,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.02,0.005833333333333334,0,1,1,7
1,2,13,3,7,3,4,4,8,2,3,0,0,0,0,0.16666666666666666,0.02,0.005833333333333334,1,1,1,7
2,2,13,3,7,3,4,4,8,2,3,4,13,0,0,0.16666666666666666,0.02,0.0075,2,1,1,7
3,2,13,3,7,3,4,4,8,2,3,4,13,4,1,0.16666666666666666,0.02,0.0075,3,1,1,7
0,1,7,1,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005833333333333334,0,0,1,6
0,1,3,2,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005833333333333334,0,0,1,7
0,1,11,4,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005833333333333334,0,0,1,7
0,1,9,4,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005833333333333334,0,0,1,7
0,2,12,1,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.0025,0,0,1,7
0,1,12,4,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.0025,0,,1,7
0,4,7,1,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,7
0,3,4,3,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,6
0,4,1,1,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,7
0,2,5,2,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,6
0,2,4,1,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.0025,0,0,1,7
0,2,8,1,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.0025,0,,1,7
0,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,6
0,3,6,4,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,7
0,4,3,1,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,6
0,2,3,4,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,7
0,1,10,4,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.005833333333333334,0,0,1,7
0,1,6,4,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.02,0.005833333333333334,0,1,1,6
1,1,6,4,4,2,3,4,11,3,12,0,0,0,0,0.16666666666666666,0.02,0.005833333333333334,1,0,1,3
0,1,13,4,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005833333333333334,0,0,1,3
0,3,10,3,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.005833333333333334,0,2,1,3
1,3,10,3,13,2,3,4,11,3,12,0,0,0,0,0.16666666666666666,0.01,0.005833333333333334,1,2,1,3
0,1,3,3,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005833333333333334,0,0,1,3
0,3,4,1,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005833333333333334,0,0,1,3
0,1,9,3,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.058916666666666666,0,0,1,3
0,1,8,2,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.058916666666666666,0,0,1,3
0,3,7,3,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.058916666666666666,0,0,1,3
0,1,12,2,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.1493,0.058916666666666666,0,2,1,3
1,1,12,2,1,3,5,3,13,3,10,0,0,0,0,0.16666666666666666,0.1493,0.058916666666666666,1,0,1,3
0,2,6,4,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.058916666666666666,0,0,1,6
0,2,13,1,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.1892,0.058916666666666666,0,1,1,3
1,2,13,1,13,3,5,3,13,3,10,0,0,0,0,0.16666666666666666,0.1892,0.058916666666666666,1,1,1,3
0,2,9,2,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.03,0.01,0,1,1,3
1,2,9,2,12,3,4,1,5,2,1,0,0,0,0,0.16666666666666666,0.06,0.015,1,1,1,7
2,2,9,2,12,3,4,1,5,2,1,1,1,0,0,0.16666666666666666,0.06,0.015,2,0,1,7
0,4,10,4,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.03,0.01,0,2,1,7
1,4,10,4,1,3,4,1,5,2,1,0,0,0,0,0.16666666666666666,0.03,0.015,1,2,1,7
2,4,10,4,1,3,4,1,5,2,1,1,1,0,0,0.16666666666666666,0.03,0.015,2,2,1,7
0,2,8,3,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.01,0,0,1,7
0,1,12,3,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.01,0,0,1,7
0,1,2,4,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.01,0,0,1,6
0,3,8,2,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.01,0,0,1,7
0,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.006666666666666667,0,0,1,3
0,3,11,4,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0225,0.006666666666666667,0,1,1,7
1,3,11,4,10,1,13,4,4,2,8,0,0,0,0,0.16666666666666666,0.0225,0.006666666666666667,1,1,1,7
2,3,11,4,10,1,13,4,4,2,8,3,7,0,0,0.16666666666666666,0.0225,0.010366666666666666,2,1,1,7
3,3,11,4,10,1,13,4,4,2,8,3,7,4,1,0.16666666666666666,0.0225,0.015733333333333332,3,1,1,7
0,2,9,1,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,7
0,2,11,1,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.006666666666666667,0,2,1,7
1,2,11,1,11,1,13,4,4,2,8,0,0,0,0,0.16666666666666666,0.0125,0.006666666666666667,1,2,1,7
2,2,11,1,11,1,13,4,4,2,8,3,7,0,0,0.16666666666666666,0.0347,0.010366666666666666,2,1,1,7
3,2,11,1,11,1,13,4,4,2,8,3,7,4,1,0.16666666666666666,0.0669,0.015733333333333332,3,1,1,7
0,1,5,2,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,7
0,3,3,3,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,7
0,4,5,1,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.005833333333333334,0,0,1,7
0,2,12,3,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.02,0.005833333333333334,0,1,1,7
1,2,12,3,8,3,13,4,12,4,13,0,0,0,0,0.16666666666666666,0.0425,0.009583333333333333,1,1,1,3
2,2,12,3,8,3,13,4,12,4,13,4,2,0,0,0.16666666666666666,0.0425,0.009583333333333333,2,1,1,3
3,2,12,3,8,3,13,4,12,4,13,4,2,3,10,0.16666666666666666,0.0425,0.009583333333333333,3,1,1,3
0,1,4,2,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005833333333333334,0,0,1,3
0,1,11,2,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005833333333333334,0,0,1,3
0,3,4,1,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005833333333333334,0,0,1,3
0,4,6,3,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.005833333333333334,0,2,1,3
1,4,6,3,6,3,13,4,12,4,13,0,0,0,0,0.16666666666666666,0.01,0.009583333333333333,1,2,1,3
2,4,6,3,6,3,13,4,12,4,13,4,2,0,0,0.16666666666666666,0.01,0.009583333333333333,2,2,1,3
3,4,6,3,6,3,13,4,12,4,13,4,2,3,10,0.16666666666666666,0.01,0.009583333333333333,3,2,1,3
0,2,3,4,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.006666666666666667,0,0,1,3
0,2,8,2,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0225,0.006666666666666667,0,1,1,3
1,2,8,2,11,2,2,1,11,1,4,0,0,0,0,0.16666666666666666,0.0475,0.010833333333333334,1,1,1,7
2,2,8,2,11,2,2,1,11,1,4,4,2,0,0,0.16666666666666666,0.0475,0.010833333333333334,2,1,1,7
3,2,8,2,11,2,2,1,11,1,4,4,2,4,3,0.16666666666666666,0.0475,0.010833333333333334,3,1,1,7
0,2,9,2,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,7
0,2,10,1,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.006666666666666667,0,2,1,7
1,2,10,1,1,2,2,1,11,1,4,0,0,0,0,0.16666666666666666,0.0125,0.010833333333333334,1,2,1,7
2,2,10,1,1,2,2,1,11,1,4,4,2,0,0,0.16666666666666666,0.0125,0.010833333333333334,2,2,1,7
3,2,10,1,1,2,2,1,11,1,4,4,2,4,3,0.16666666666666666,0.0125,0.010833333333333334,3,0,1,7
0,3,10,3,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,7
0,3,2,4,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,7
0,3,8,1,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.2203,0.0625,0,1,1,7
1,3,8,1,8,4,13,2,6,4,12,0,0,0,0,0.16666666666666666,0.2203,0.0625,1,0,1,7
0,1,7,2,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.0625,0,0,1,6
0,2,2,1,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0625,0,0,1,3
0,4,7,3,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0625,0,0,1,3
0,3,12,1,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.1447,0.0625,0,2,1,3
1,3,12,1,12,4,13,2,6,4,12,0,0,0,0,0.16666666666666666,0.1447,0.0625,1,2,1,3
0,2,8,1,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0625,0,0,1,3
0,4,2,2,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.006666666666666667,0,0,1,3
0,1,6,2,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0225,0.006666666666666667,0,1,1,3
1,1,6,2,5,4,7,3,12,1,4,0,0,0,0,0.16666666666666666,0.0475,0.010833333333333334,1,1,1,3
2,1,6,2,5,4,7,3,12,1,4,1,13,0,0,0.16666666666666666,0.215,0.03875,2,2,1,3
0,2,8,3,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,7
0,3,10,1,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,7
0,3,8,2,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,3
0,4,6,4,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.006666666666666667,0,2,1,3
1,4,6,4,10,4,7,3,12,1,4,0,0,0,0,0.16666666666666666,0.0125,0.010833333333333334,1,2,1,3
2,4,6,4,10,4,7,3,12,1,4,1,13,0,0,0.16666666666666666,0.0125,0.03875,2,0,1,3
0,1,3,1,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.025,0.008333333333333333,0,1,1,3
1,1,3,1,11,3,4,3,10,4,6,0,0,0,0,0.16666666666666666,0.025,0.008333333333333333,1,0,1,7
0,3,12,1,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.025,0.008333333333333333,0,2,1,7
1,3,12,1,9,3,4,3,10,4,6,0,0,0,0,0.16666666666666666,0.025,0.008333333333333333,1,2,1,7
0,4,7,4,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.008333333333333333,0,0,1,6
0,4,5,1,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.008333333333333333,0,0,1,3
0,1,4,2,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.008333333333333333,0,0,1,7
0,2,3,3,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.008333333333333333,0,0,1,7
0,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.025,0.009166666666666667,0,2,1,7
1,1,8,1,1,2,6,2,12,1,9,0,0,0,0,0.16666666666666666,0.025,0.014166666666666666,1,2,1,3
2,1,8,1,1,2,6,2,12,1,9,3,9,0,0,0.16666666666666666,0.025,0.014166666666666666,2,2,1,3
3,1,8,1,1,2,6,2,12,1,9,3,9,3,7,0.16666666666666666,0.025,0.014166666666666666,3,2,1,3
0,2,11,3,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.03,0.009166666666666667,0,1,1,3
1,2,11,3,6,2,6,2,12,1,9,0,0,0,0,0.16666666666666666,0.06,0.014166666666666666,1,1,1,3
2,2,11,3,6,2,6,2,12,1,9,3,9,0,0,0.16666666666666666,0.06,0.014166666666666666,2,1,1,3
3,2,11,3,6,2,6,2,12,1,9,3,9,3,7,0.16666666666666666,0.06,0.014166666666666666,3,1,1,3
0,3,2,4,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.009166666666666667,0,0,1,3
0,2,4,4,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.009166666666666667,0,0,1,3
0,3,11,4,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.009166666666666667,0,0,1,3
0,1,13,2,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.009166666666666667,0,0,1,3
0,1,10,3,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.0025,0,0,1,3
0,3,7,2,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.0025,0,,1,3
0,1,7,3,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,3
0,4,6,4,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,3
0,3,1,4,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,3
0,1,4,4,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,6
0,4,8,3,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.005833333333333334,0,0,1,3
0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.02,0.005833333333333334,0,1,1,3
1,2,1,2,2,4,3,1,13,3,5,0,0,0,0,0.16666666666666666,0.0425,0.009583333333333333,1,1,1,3
2,2,1,2,2,4,3,1,13,3,5,1,8,0,0,0.16666666666666666,0.0425,0.009583333333333333,2,0,1,3
0,4,4,2,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005833333333333334,0,0,1,3
0,4,6,4,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005833333333333334,0,0,1,7
0,4,1,4,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.005833333333333334,0,2,1,7
1,4,1,4,13,4,3,1,13,3,5,0,0,0,0,0.16666666666666666,0.01,0.009583333333333333,1,2,1,7
2,4,1,4,13,4,3,1,13,3,5,1,8,0,0,0.16666666666666666,0.01,0.009583333333333333,2,2,1,7
0,3,8,3,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005833333333333334,0,0,1,7
0,4,7,2,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.035,0.011666666666666667,0,1,1,6
1,4,7,2,1,4,2,2,9,4,4,0,0,0,0,0.16666666666666666,0.06,0.015833333333333335,1,1,1,6
2,4,7,2,1,4,2,2,9,4,4,1,5,0,0,0.16666666666666666,0.06,0.015833333333333335,2,1,1,6
3,4,7,2,1,4,2,2,9,4,4,1,5,4,9,0.16666666666666666,0.06,0.015833333333333335,3,1,1,6
0,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.035,0.011666666666666667,0,2,1,3
1,1,3,2,3,4,2,2,9,4,4,0,0,0,0,0.16666666666666666,0.035,0.015833333333333335,1,2,1,3
2,1,3,2,3,4,2,2,9,4,4,1,5,0,0,0.16666666666666666,0.035,0.015833333333333335,2,2,1,3
3,1,3,2,3,4,2,2,9,4,4,1,5,4,9,0.16666666666666666,0.035,0.015833333333333335,3,2,1,3
0,2,12,1,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.011666666666666667,0,0,1,7
0,4,6,3,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.011666666666666667,0,0,1,6
0,3,11,1,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.011666666666666667,0,0,1,7
0,2,4,4,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.011666666666666667,0,0,1,7
0,4,11,2,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.006666666666666667,0,0,1,7
0,3,3,4,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0225,0.006666666666666667,0,1,1,3
1,3,3,4,1,3,12,3,11,3,7,0,0,0,0,0.16666666666666666,0.0225,0.006666666666666667,1,0,1,3
0,4,12,4,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,7
0,2,7,3,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,3
0,4,10,3,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.006666666666666667,0,2,1,3
1,4,10,3,1,3,12,3,11,3,7,0,0,0,0,0.16666666666666666,0.0125,0.006666666666666667,1,2,1,3
0,4,13,3,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,7
0,4,13,4,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.020833333333333332,0,0,1,3
0,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.020833333333333332,0,0,1,3
0,1,5,2,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.06,0.020833333333333332,0,1,1,3
1,1,5,2,5,2,12,2,13,3,8,0,0,0,0,0.16666666666666666,0.06,0.020833333333333332,1,0,1,3
0,3,5,1,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.020833333333333332,0,0,1,3
0,1,1,4,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.05,0.020833333333333332,0,2,1,3
1,1,1,4,12,2,12,2,13,3,8,0,0,0,0,0.16666666666666666,0.05,0.020833333333333332,1,2,1,3
0,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.020833333333333332,0,0,1,6
0,4,10,2,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.0075,0,0,1,7
0,3,9,4,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.025,0.0075,0,1,1,3
